,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
record_00,0.000280005340763278,0.0,0.0003958470306513337,0.0004711352661989632,0.0003437101780072849,9.938756122655583e-05,0.0005246516453209549,0.0006650627788496946,0.00061257141102137,0.008255240581047844,0.10675563771471168,0.17421158226093167,0.3226152888776275,0.4653485422481683,0.5869237128729785,0.6857082326389623,0.7837395943154374,0.8237973739171145,0.8693960896946411,0.9291644083151033,0.9816538750904478,0.9999670455083798,0.9998013896447238,0.9999509709915744,0.9999625072288509,0.9999429337331711,1.0,0.9999590082499775,0.9970107114894682,0.9718075060363915,0.9433142539643133,0.9412359751439373,0.9411779466469552,0.8855248982658073,0.7333221023228402,0.5788078379167583,0.449754692494146,0.3416282597844257,0.23145446266836744,0.10365190575122539,0.037679999209598476,0.01378979166486995,0.012922500885653077,0.01226806168961397,0.012511093721152763,0.012962212001917585,0.013028926677241957,0.013027338232591376,0.01304004578979602,0.013019396009338473
record_01,0.012606413703342742,0.012589105397171684,0.012492178882613753,0.012492178882613754,0.012492178882613753,0.012500833035699283,0.01231643300456915,0.012116588638701766,0.012168806467011684,0.025800535497541216,0.10786397483873018,0.21292011604803918,0.35550126725819775,0.47194227249748766,0.5748511621946488,0.6717036435955666,0.7592356824196346,0.8325344943963437,0.8927309699019531,0.9391768214218318,0.9878167949526828,0.9999963150057828,0.9999914016801602,0.9999803466975089,0.9999791183661032,0.9999871025202401,1.0,0.9999791183661032,0.9999711342119662,0.996353928123815,0.8744487640585965,0.8278293991287059,0.7612678302844654,0.6532935257111122,0.5450489400586486,0.4444230545974078,0.3715755251371157,0.266053162728952,0.14201281323764822,0.061912551554984,0.03128380689253279,0.004777619560655909,0.0003457106416798414,0.000123663292774805,0.00011724100022185916,2.8714870350708357e-05,0.0,4.651769955522649e-05,4.3589602646588556e-05,9.99261871687808e-05
record_02,0.0005043214033322057,0.0004455534904327483,0.0004129103349131124,0.000487283518084496,0.00047707101989998295,0.0005412317048868536,0.0,0.00047594539384758174,0.0005007091670004091,0.007894946705224143,0.10324972658349754,0.16482339407322827,0.2661394942151272,0.37607059419400585,0.4734301187617145,0.5790649021253831,0.6819161998658055,0.7698416440390706,0.8484965154244662,0.9163737674972431,0.9929955914725871,0.9999744016163106,0.9999975620586962,1.0,0.9999841533815258,0.9999884197788069,0.999978668013592,0.9999951241173922,0.9999561170565325,0.993844807693389,0.8943229171627443,0.7819412069256002,0.6821545199150112,0.5829081021421842,0.4745233830651092,0.3879987926898327,0.33079788309903785,0.2251318636124149,0.11256844542014216,0.07437245151444957,0.04107734745558852,0.014620062090076028,0.013031261762038579,0.012711824200939106,0.012898604647270401,0.013150036155493806,0.013250647321897926,0.013345936778465415,0.013347479303055744,0.013341309204694432
record_03,0.013628414027024666,0.01357691924350132,0.013561195645478924,0.013537610248445329,0.013517169571016214,0.013517169571016216,0.013387863666226772,0.013242006605624279,0.01313194141946751,0.02419349262822309,0.1056017015136062,0.1938819373308185,0.32378166568498884,0.41059153670207305,0.5104348496726733,0.6154900807294419,0.7094504758042917,0.784493052334637,0.8568603817980822,0.9185690251558374,0.9931805835260853,1.0,0.9999753239304088,0.9999771972573966,0.9999961995428993,0.9999813229788436,0.9998398378793366,0.9999982293880686,0.999972853877854,0.9913349578109045,0.9126781779423818,0.8225742147762913,0.6710340828983677,0.53501349279462,0.4055978654384899,0.3257290981564354,0.2676146798656598,0.18817698954518364,0.10311601979030816,0.06225162037886323,0.029629553209013473,0.002887840417398774,0.0005163484001684266,3.811516631725237e-05,0.0,9.865101870347697e-05,0.00020761555299868127,0.00021972272347592616,0.00021820932716627072,0.00021822801107132823
record_04,0.0012812064325091075,0.001251019300155481,0.0012946825694996873,0.0012801281463849519,0.001103177002200536,0.0012973953617396448,0.0014731657582224965,0.0014739317804916931,0.0014670375800689237,0.006290679809199949,0.10344730869883113,0.19294579409979834,0.30700647350592203,0.3988033203219233,0.5034953804387063,0.6066087420423214,0.7076078321876628,0.7764145386439917,0.8360323593111209,0.9163995929793329,0.9780374029823138,0.9999139655470669,0.9999514878074409,1.0,0.9999110491249333,0.9995145935454192,0.999878968481467,0.9999839596782669,0.9999431297684002,0.9893623502686902,0.867776163143227,0.7240383041674219,0.5870264873583002,0.4632308985900201,0.3674681153703011,0.3105842922842429,0.23786400433691537,0.16379271499468046,0.08919592128137885,0.05764076190651344,0.031967242586794516,0.005073801676319707,0.0005874576852900647,0.0,0.00024071874030344982,0.0004631550446344859,0.0005056796322271837,0.0008556896993363139,0.0008687741878263747,0.0008687741878263747
record_05,0.0013114214760149626,0.0013114214760149626,0.0013075120642758308,0.0012916029303929749,0.0012879650055801716,0.0012703726527540785,0.001246020275462403,0.0011667732416670846,0.000897023831666988,0.010889480236887959,0.10027586954520062,0.16917012506626328,0.292555302362719,0.3815321715084938,0.4745427950264765,0.5663351991670026,0.6582340910153482,0.750094647288879,0.83853055887893,0.914351936600667,0.982091607216946,1.0,0.9996558833587309,0.9999148098337445,0.9984516364593002,0.9998722147506165,0.9998742476977659,0.999804062617612,0.9998699236514483,0.9878156764712774,0.8609986555702683,0.6566509092210917,0.4994887286692225,0.41596945828130244,0.34030643229682994,0.3219697242446872,0.301834519023113,0.2147797607942104,0.10764286518490321,0.06603697206996009,0.03135180668566341,0.0046046975142287035,0.0008833408905800265,0.00043742361408530164,0.0,5.2094462777796776e-05,0.00037053602261109293,0.0005662441606282223,0.0005979538336234028,0.0005979538336234025
record_06,0.00016638706265896522,0.00017397079386493453,0.00014387854843964855,0.0001692309618612038,0.00016832849784769352,0.00016268620183045238,0.0002687674339395504,7.429023089367437e-05,0.0,0.007377302042542786,0.10462328803786679,0.18313660331572607,0.3142387338254465,0.428337960675019,0.5532924491312756,0.6566129334713108,0.7389643880335837,0.8121840340741395,0.8782403111015633,0.9316834907519245,0.995322572280054,0.9999941080976997,1.0,0.9999959571647463,0.9999947287966954,0.9999642588725148,0.9999943722501348,0.9999984186390086,0.9999941080976995,0.9953436825608837,0.9240355721843647,0.8342323108254325,0.698800861959079,0.5661714178908347,0.4440984553878958,0.34926118344257956,0.2765826110676193,0.2238982846481331,0.14540848440169932,0.08278510739538074,0.03713754014199951,0.01097287068034293,0.009788077502872342,0.009787058467928243,0.010082865653813824,0.010132884481703743,0.010165536657729445,0.010165536657729443,0.010165536657729445,0.010165536657729445
record_07,0.009846987502251617,0.009878344219362057,0.009869564338571132,0.009814376516456757,0.009648813050113643,0.009730340514600783,0.009344025759800178,0.009268769638735125,0.009278803788210466,0.0186806927797623,0.1019335782356555,0.221929946689938,0.3794421970212844,0.5269839781436222,0.6484655560222088,0.7242568332075785,0.8050323766837096,0.8736711982798552,0.9275172011425777,0.9440606085514921,0.9973984164638934,0.9999986373559961,0.9999907167162079,0.9999981689018672,0.9999959971427334,0.9999945754894379,1.0,0.9998469266400517,0.9999882795962728,0.9959755616235476,0.9071573102893977,0.8382152228992811,0.7377857037500751,0.6350849115542503,0.5197705888923696,0.42399939656654306,0.3469510157866146,0.24359905962623124,0.1448972188899267,0.07438582165299622,0.03683974549712045,0.021204641293389417,0.006143490439647851,0.0,0.0010432254355774533,0.00032010011913779666,0.0006414580905848234,0.0007580190712401526,0.000545581792347946,0.0007053756227427418
record_08,1.2479276065371967e-06,3.74378281961176e-06,0.0,2.8397285979870867e-05,6.239638032686493e-06,5.8652597507252836e-05,0.00011724973156532647,0.00013103239868641616,0.0001709660820956096,0.011136187045906059,0.09704033571819201,0.1998620682279206,0.3060847270617408,0.44067528860308564,0.5495635208044696,0.653133362314894,0.7403169654322743,0.8121543876199112,0.8734944651842961,0.9291273126423872,0.991911935322096,1.0,0.9999989526255856,0.9999977517093729,0.9999998555975936,0.999994154444369,0.9999953407375536,0.9999955034187451,0.9998788573485239,0.9957098118252483,0.8756152583293338,0.7399107330774061,0.6165798364195609,0.5017247562897512,0.38918514060129195,0.29003969452254624,0.20618573444128552,0.13336136438090987,0.08436757055730477,0.059514028526558994,0.03895962791507552,0.0184482272554051,0.003184557660793147,0.0032002725309768216,0.003282730292978475,0.003399853971250212,0.003484667669309057,0.0035468022466415426,0.0035957332262908748,0.0036411691359652574
record_09,0.004198478651341845,0.004641016831502234,0.004758297267940498,0.005011623010647151,0.005116393533865335,0.004974093270986906,0.004867759008616212,0.004899033791666417,0.004833356747260988,0.01575294724923974,0.10312783324751577,0.20003059625649802,0.32879447810849105,0.4658846819661016,0.5808965052129204,0.6810044907391261,0.7570983909105203,0.820496654904261,0.8822304174813661,0.9286118515419335,0.9845726213391821,1.0,0.9999271782853286,0.9999557165248619,0.9998858470418666,0.999924226053653,0.9998799425785148,0.9999458757526096,0.9998602610340095,0.9785827619526904,0.9028604571034015,0.8684908374360808,0.8287280892012904,0.8286793945827858,0.8269219978182379,0.7472296624098467,0.5351725815475682,0.3524220774368053,0.2511332795854992,0.1029411865728159,0.035420991420756866,0.014477208055426632,0.00024173567604687194,0.000527385693404593,0.0003441375943722826,0.0002808814794646875,0.0,0.0001319863166821942,0.000431431032944764,0.000431431032944764
