,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
record_00,0.00014401918469511449,0.0,1.5001998405741188e-05,4.20055955360753e-05,0.00011301505465658326,0.0002600800996340758,7.601012525575497e-05,0.0004900652812542101,0.0005540738077853722,0.009708293234968605,0.10432268187563631,0.23793132581345405,0.4223662879119271,0.5632383236661058,0.6550666626124477,0.7475717240036608,0.8368178899600821,0.910313898642972,0.9443238828895437,0.9456606101343751,0.9953262774166757,0.9999929136947909,0.9999818379734621,0.9999913682453032,0.999976428900255,1.0,0.9999880197714132,0.9999864743219253,0.9999926561198762,0.998449009656541,0.8755215049094535,0.8335029266848134,0.833530672076104,0.8334778806655239,0.8112986152054361,0.6532590017709561,0.35493645156879083,0.1555395229923235,0.08397304574693566,0.0681710383335284,0.03894303463329748,0.013322507240034209,0.009072220268838437,0.008876752233413792,0.008859970928220391,0.009106177733465082,0.009564785746343145,0.00958288829456987,0.009581567051536543,0.009638365315268045
record_01,0.008962566013688094,0.00948812957018,0.00948812957018,0.009478336460431704,0.00948812957018,0.009395095027571184,0.009502819234802446,0.00957463537295662,0.009453853686060961,0.019048365605447676,0.09108142240620631,0.19262533378507762,0.2899213462669491,0.4082771294968659,0.5297305797072784,0.6331846976617724,0.7226383365075691,0.8039954210035991,0.8717884983235334,0.923134286230243,0.9965796667773237,0.9999990171789498,0.999994943449242,0.9999813264000494,1.0,0.9999942047448431,0.9999923831368622,0.9999946972144422,0.999987960442137,0.9945131557830663,0.9113475756471562,0.8855213317020564,0.8857929998206295,0.8857817218133318,0.808163200199768,0.6115472078140471,0.43614272041972646,0.2882234276577615,0.18617396481787019,0.07778993003456915,0.027662138126933276,0.0015661639934541464,0.0002154642528252398,0.00017715625499727236,0.0001388628451349667,0.0001399277666282804,6.87530821642082e-05,0.0,9.212300315446101e-05,0.00011040172412873491
record_02,0.00040552582612145684,0.00018597362726589098,8.016314194892493e-05,0.00021567774828752637,0.00038200563208488827,0.00015368653919889603,0.0003179784372075627,0.0,0.00038592566442431636,0.010086486312129229,0.10913205094483942,0.19049645996158338,0.3058709969620141,0.42733450567664016,0.5429336460114816,0.6450590544501772,0.7265407014711466,0.8009781955645467,0.8580508901057695,0.9198587659334468,0.9900847747348464,0.9999813406460644,0.9999960015670137,0.9999702338877692,0.9999573500481469,0.9999786750240733,0.9998316215442471,1.0,0.9999822291867279,0.9953272513801728,0.873280953980293,0.7277087259219132,0.5906643953355071,0.47715332556013407,0.37685276476863394,0.2994134592442651,0.22254255840911333,0.16409860959237316,0.11178577802270523,0.06292910829896638,0.03535279071015624,0.009818133255896668,0.003204428916473118,0.0029570784074158703,0.003322901004953612,0.0036146385228368254,0.003772074320146968,0.0038027129632996095,0.003835292787631746,0.003833811886525739
record_03,0.005640822228945291,0.005672396449615746,0.005677658819727488,0.005672396449615745,0.00557241141749264,0.005185627214279566,0.00513958147580182,0.005357969835439132,0.005543468381878055,0.012716078844183054,0.10611866865178907,0.19164257448326805,0.3127736082469135,0.4312817168773949,0.5478546521809489,0.6555739894941235,0.7403150011999912,0.8165774686962031,0.8807548699246576,0.9323934020673406,0.9933661560015162,0.9999906896528793,0.9999534482643965,1.0,0.9999756157575409,0.999982709355347,0.9999108866775582,0.9999893596032905,0.9999747290578151,0.9975409794022405,0.880565406688089,0.759590902825925,0.6401298389192592,0.5238522878222094,0.4604291861387449,0.36419352638785785,0.2796178637134698,0.20049790797543376,0.08789919580246783,0.05927866977307138,0.03133921554753678,0.005049559864423611,0.0008085105439681147,0.0004066759622354593,0.0,9.844140355699635e-05,0.0003905380272261154,0.0004034483752335904,0.0004034483752335904,0.0004034483752335904
record_04,0.00035283822165495444,0.000334103448823718,0.0002903889788841661,0.00031380744492321165,0.000516767483928274,0.00039186899838669723,0.0,0.00030287882743832366,0.000716605060794797,0.010516452482600767,0.08554030947089604,0.1840283695206014,0.3008359106656235,0.41092244389456123,0.5135732969976698,0.6240065217683484,0.7401729458308838,0.8446803611007433,0.8902201087847442,0.9224180498866036,0.9890830708760585,0.9999569733314828,0.9999935127820401,1.0,0.9949809645192146,0.9695880394427775,0.9687580130497709,0.9687589260919482,0.9687443103117253,0.9670661530006721,0.9044100940512348,0.7734811838055745,0.6521789600922547,0.516703137705817,0.3778149999399665,0.2987719072911923,0.21117995415962906,0.1524234644500838,0.10643502751833468,0.07436642169627945,0.03724233020881448,0.01347685239808373,0.013474277171577714,0.0131338085774436,0.013560547259529113,0.01378974241856417,0.013830946042660362,0.01383094604266036,0.01383094604266036,0.013824573670949056
record_05,0.014126194295659412,0.014124147251869485,0.014100062502278635,0.013993136449314218,0.01393684274509125,0.01401360688721348,0.014095488638810522,0.013952963214936918,0.013602151085438347,0.025811583845155944,0.09744271888505893,0.18284757988573558,0.28136317684567463,0.38325726100707175,0.49986047923159166,0.6080894604317046,0.7078772057291143,0.7914057608077462,0.8618744648226769,0.9270992481114729,0.9945476081737186,0.9999635418909818,0.999991293585906,0.9999706158524331,0.9999668067962671,0.9999874845297401,0.999983675473574,1.0,0.9999564679295305,0.9920267080416482,0.8913332186679978,0.6418800258542942,0.4586194686355072,0.45191419214183515,0.40945188280555983,0.3633360317979601,0.3338247548467287,0.30023363679222614,0.1901963792303353,0.07359170596831262,0.02961549230609954,0.002813320515288312,0.0005057390883108663,0.0,4.021137374330258e-05,0.00010189729087631688,0.00031365259847866293,0.00031858436522458225,0.00032002117915843275,0.0003201570939900132
record_06,2.648078050734721e-05,0.0002271483522233782,0.00027963704215758375,0.00029643342293652947,0.0003092955163258124,0.00017780898368522497,0.0,0.0004287049215707276,0.0004300478754393145,0.009084089891721221,0.11841063139960258,0.2546796686591897,0.337318408315368,0.35971202661031954,0.45604779080755564,0.5922365331736629,0.6879615288983176,0.7360370402633409,0.8319664965736105,0.914487137365723,0.9884018780671274,0.9999324865805616,0.9999837561317465,0.9999816681399666,0.9998824253345474,0.999939402737353,1.0,0.9999808996781009,0.9999961324123205,0.9938393524473995,0.8886218288237469,0.7499307534558358,0.6060426844955349,0.499792509147472,0.40214616935091874,0.31574360310405464,0.24654534315892931,0.15319161314378277,0.08565122044133396,0.07015450566786957,0.041316289355265594,0.015701768484644156,0.012438689782407144,0.01210734299794976,0.011943960021281834,0.012420366457921024,0.01261886913985402,0.012624976914682728,0.012624976914682728,0.012624976914682728
record_07,0.01335933773626716,0.013382158125264174,0.013412774620004503,0.01335933773626716,0.01335933773626716,0.013343306671145957,0.013150443406217611,0.012874843323715262,0.013074960581073655,0.024263972847761387,0.09932914436350537,0.1843950646280859,0.30614303812147725,0.4023546886596227,0.5169586693831231,0.620150259203365,0.7177769447857651,0.7990528874584872,0.8685245860912166,0.9261590766653783,0.9922379505714732,0.9999972781212778,1.0,0.9999886588386575,0.9997958590958348,0.999989566131565,0.9999859369599353,0.9999886588386575,0.9999732348592317,0.9957887999703001,0.9170715967190278,0.8184101959835466,0.6996943489565477,0.5968332419814226,0.4578354174084136,0.3342021784932712,0.21836613003059965,0.17315080217882262,0.1015656207279883,0.05778000419175578,0.035123230493442334,0.014286628271766086,0.0,0.0006413594067797701,0.0007187990874745412,0.0006978837549108252,0.0006056180156898759,0.0005440633977017245,0.0008002100338459671,0.0008339657920975339
record_08,0.0003723387060806819,0.0003451158289851604,0.0002792540295605115,0.00022393011804380626,3.424813570081752e-05,7.0252586052960626e-06,0.0,3.863892232912719e-05,0.0001896819823429888,0.00822331306448592,0.10406352158400721,0.24688788342277082,0.3841083279982021,0.4818532368040385,0.5917578903017268,0.6867554949076535,0.763216405275633,0.8293470855458046,0.8828942589996198,0.9331376732656699,0.97259992197737,0.9729691375981733,0.9729630210120133,0.9729673900789022,0.972970110691426,0.9729644111452312,0.9738345591215329,0.9997735472987506,1.0,0.9978158226875179,0.9046596295328742,0.7745328161564309,0.6569345420319622,0.5510592496441128,0.4452258128971452,0.32678517296929227,0.24586096467547677,0.2011282952795578,0.15376292663545985,0.10865821125256876,0.06466121093259683,0.04719887540327746,0.04728052243596272,0.047410988578178125,0.047472039602688275,0.047524143789805316,0.04751743651834968,0.04757381416291886,0.04756361613945352,0.04758005295374471
record_09,0.04830316629594848,0.04834714299981385,0.048378264430776065,0.048339477579176275,0.04831796665828677,0.04806218739756599,0.0479086491106086,0.048021340519428087,0.04817305749536891,0.05770496827226736,0.13506456133162384,0.25294526541377504,0.36218537827004904,0.46132144113339396,0.5613868500462171,0.6549884438439739,0.7337051346435425,0.8040270316326261,0.8599464078034357,0.9185616779313482,0.9721648007799298,0.9730108489268369,0.9730133160291972,0.9965850051464735,0.9999959528729501,1.0,0.9999993587805822,0.9999994084796512,0.9999993587805824,0.9965231912700274,0.868642958776291,0.6629610443592518,0.4592301263694878,0.32769065036165396,0.21059795650726063,0.09981901168396631,0.04049186191043913,0.001755303615492681,0.001081946646904528,0.010077973695855672,0.04205648063039508,0.03383086274179443,0.02516443895995541,0.01613529490025168,0.00739546344313052,0.0,0.0008233174561056167,0.0007499097808234726,0.0007153649924554047,0.0007844545691915403
